measurement_id,measurement_type,o_zone_id,d_zone_id,from_node_id,to_node_id,count,upper_bound_flag
833,link,,,504,635,3710.040,0
834,link,,,505,504,6772.040,0
835,link,,,505,506,3278.716,0
836,link,,,505,634,4163.453,0
837,link,,,505,639,2561.322,0
838,link,,,506,505,5360.401,0
839,link,,,506,507,2379.281,0
840,link,,,506,639,2474.832,0
841,link,,,506,644,2588.071,0
842,link,,,507,506,4207.652,0
843,link,,,507,508,1400.677,0
844,link,,,507,578,424.955,0
845,link,,,507,646,2783.822,0
846,link,,,508,450,809.790,0
847,link,,,508,507,2553.633,0
848,link,,,508,509,2370.668,0
849,link,,,509,508,3363.423,0
850,link,,,509,510,2145.354,0
851,link,,,509,659,2592.561,0
852,link,,,509,667,2525.380,0
853,link,,,510,509,2615.606,0
854,link,,,510,511,2478.780,0
855,link,,,510,658,2857.292,0
856,link,,,510,666,1341.508,0
857,link,,,511,510,2210.822,0
858,link,,,511,512,1771.872,0
859,link,,,511,521,0.000,0
860,link,,,511,522,886.757,0
861,link,,,512,511,2250.813,0
862,link,,,512,513,1955.389,0
863,link,,,512,661,1413.675,0
864,link,,,512,670,883.867,0
865,link,,,513,512,2439.654,0
866,link,,,513,514,1955.389,0
867,link,,,513,902,2213.888,0
868,link,,,513,905,920.344,0
869,link,,,514,513,2106.326,0
870,link,,,514,515,1727.638,0
871,link,,,514,903,1413.099,0
872,link,,,514,905,1168.740,0
873,link,,,515,514,2208.000,0
874,link,,,515,516,0.000,0
875,link,,,515,534,1556.864,0
876,link,,,515,544,175.790,0
877,link,,,515,932,25.000,0
878,link,,,516,515,0.000,0
879,link,,,516,517,0.000,0
880,link,,,516,903,2736.222,0
881,link,,,516,906,2022.622,0
882,link,,,517,516,0.000,0
883,link,,,517,518,0.000,0
884,link,,,517,908,187.538,0
885,link,,,517,909,84.820,0
886,link,,,518,517,0.000,0
887,link,,,518,911,67.990,0
888,link,,,518,912,55.270,0
889,link,,,518,930,0.000,0
890,link,,,519,520,0.000,0
891,link,,,519,521,0.000,0
892,link,,,519,668,1588.068,0
893,link,,,519,670,1574.592,0
894,link,,,520,519,0.000,0
895,link,,,521,511,37.668,0
896,link,,,521,519,0.000,0
897,link,,,521,666,1004.752,0
898,link,,,521,670,689.224,0
899,link,,,522,511,102.190,0
900,link,,,522,523,886.757,0
901,link,,,523,522,102.190,0
902,link,,,523,530,3282.053,0
903,link,,,523,545,920.620,0
904,link,,,524,525,1349.433,0
905,link,,,524,545,2134.492,0
906,link,,,524,578,2565.617,0
907,link,,,524,647,2843.701,0
908,link,,,525,452,2052.764,0
909,link,,,525,524,2828.979,0
910,link,,,525,652,1998.735,0
911,link,,,525,657,2372.435,0
912,link,,,526,527,3512.398,0
913,link,,,526,528,4884.906,0
914,link,,,526,541,1961.674,0
915,link,,,526,546,485.335,0
916,link,,,527,526,3528.385,0
917,link,,,527,542,569.084,0
918,link,,,527,543,3902.691,0
919,link,,,527,546,1403.492,0
920,link,,,528,526,3916.378,0
921,link,,,528,529,3569.241,0
922,link,,,528,573,3982.476,0
923,link,,,528,575,2206.841,0
924,link,,,529,528,2912.612,0
925,link,,,529,530,501.737,0
926,link,,,529,531,7531.708,0
927,link,,,530,523,640.847,0
928,link,,,530,529,3962.467,0
929,link,,,530,575,4017.223,0
930,link,,,530,577,2158.329,0
931,link,,,531,529,3414.349,0
932,link,,,531,532,7087.268,0
933,link,,,531,573,2032.581,0
934,link,,,531,574,3480.142,0
935,link,,,532,531,4137.706,0
936,link,,,532,533,7372.701,0
937,link,,,532,569,5443.057,0
938,link,,,532,574,5083.897,0
939,link,,,533,498,7571.012,0
940,link,,,533,532,5945.476,0
941,link,,,533,568,2318.651,0
942,link,,,533,569,1294.701,0
943,link,,,534,515,1950.523,0
944,link,,,534,543,3886.476,0
945,link,,,534,933,5468.000,0
946,link,,,535,438,3484.780,0
947,link,,,535,486,7366.857,0
948,link,,,535,487,3568.201,0
949,link,,,536,438,5234.852,0
950,link,,,536,537,3827.445,0
951,link,,,536,615,0.000,0
952,link,,,537,399,3570.016,0
953,link,,,537,536,5234.829,0
954,link,,,537,608,3022.398,0
955,link,,,537,610,9199.895,0
956,link,,,538,409,4511.320,0
957,link,,,538,474,1293.672,0
958,link,,,538,699,4434.199,0
959,link,,,538,704,3032.392,0
960,link,,,539,409,3176.765,0
961,link,,,539,483,5715.870,0
962,link,,,539,694,6485.370,0
963,link,,,539,704,2259.567,0
964,link,,,540,438,405.341,0
965,link,,,540,583,7136.810,0
966,link,,,540,622,876.470,0
967,link,,,541,526,1996.058,0
968,link,,,541,582,3069.158,0
969,link,,,541,902,2607.120,0
970,link,,,542,527,1446.781,0
971,link,,,542,902,8262.598,0
972,link,,,542,903,5417.293,0
973,link,,,543,527,3959.138,0
974,link,,,543,534,3911.136,0
975,link,,,543,903,10.392,0
976,link,,,544,515,265.492,0
977,link,,,544,903,2643.124,0
978,link,,,544,904,1974.270,0
979,link,,,545,523,2777.259,0
980,link,,,545,524,460.392,0
981,link,,,545,577,3081.183,0
982,link,,,545,580,3220.071,0
983,link,,,546,526,1403.492,0
984,link,,,546,527,485.335,0
985,link,,,547,1,3529.150,0
986,link,,,547,548,3239.532,0
987,link,,,547,549,4535.155,0
988,link,,,547,621,3128.610,0
989,link,,,548,2,4984.040,0
990,link,,,548,547,2393.528,0
991,link,,,548,550,4772.023,0
992,link,,,548,552,2679.242,0
993,link,,,548,618,5100.633,0
994,link,,,549,3,7826.030,0
995,link,,,549,547,3661.378,0
996,link,,,549,550,4016.312,0
997,link,,,549,551,7290.419,0
998,link,,,550,4,7976.310,0
999,link,,,550,548,4164.900,0
1000,link,,,550,549,3828.440,0
1001,link,,,550,551,7799.779,0
1002,link,,,550,552,2629.110,0
1003,link,,,550,553,3956.803,0
1004,link,,,550,560,4167.850,0
1005,link,,,551,5,15357.139,0
1006,link,,,551,495,3287.766,0
1007,link,,,551,549,4335.015,0
1008,link,,,551,550,6123.626,0
1009,link,,,551,563,19594.136,0
1010,link,,,552,6,6888.670,0
1011,link,,,552,435,4233.187,0
1012,link,,,552,548,2215.319,0
1013,link,,,552,550,2587.285,0
1014,link,,,552,553,7604.656,0
1015,link,,,552,618,4844.104,0
1016,link,,,552,619,6193.139,0
1017,link,,,553,7,8530.260,0
1018,link,,,553,496,5097.725,0
1019,link,,,553,550,3899.486,0
1020,link,,,553,552,8145.313,0
1021,link,,,553,560,6547.455,0
1022,link,,,554,8,7431.620,0
1023,link,,,554,435,4757.755,0
1024,link,,,554,437,2719.852,0
1025,link,,,554,614,3684.507,0
1026,link,,,554,619,2562.521,0
1027,link,,,554,622,2048.990,0
1028,link,,,554,625,5352.298,0
1029,link,,,555,9,6540.090,0
1030,link,,,555,556,4651.498,0
1031,link,,,555,622,5100.430,0
1032,link,,,555,624,7611.146,0
1033,link,,,555,625,6802.786,0
1034,link,,,556,10,10542.219,0
1035,link,,,556,437,3768.014,0
1036,link,,,556,496,7720.942,0
1037,link,,,556,555,6535.239,0
1038,link,,,556,557,7937.721,0
1039,link,,,556,560,5215.476,0
1040,link,,,556,624,1350.007,0
1041,link,,,557,11,8250.219,0
1042,link,,,557,490,3966.384,0
1043,link,,,557,556,8267.916,0
1044,link,,,557,558,5836.976,0
1045,link,,,557,559,7596.199,0
1046,link,,,557,624,2507.542,0
1047,link,,,557,630,7684.956,0
1048,link,,,558,12,6462.530,0
1049,link,,,558,491,3805.956,0
1050,link,,,558,557,5244.134,0
1051,link,,,558,560,6259.505,0
1052,link,,,558,561,5436.425,0
1053,link,,,559,13,10388.029,0
1054,link,,,559,491,3197.095,0
1055,link,,,559,557,7046.345,0
1056,link,,,559,562,10522.120,0
1057,link,,,559,566,3851.526,0
1058,link,,,559,631,2701.339,0
1059,link,,,560,14,12641.259,0
1060,link,,,560,495,4321.324,0
1061,link,,,560,550,3679.838,0
1062,link,,,560,553,5582.788,0
1063,link,,,560,556,4689.457,0
1064,link,,,560,558,5856.397,0
1065,link,,,560,561,10233.368,0
1066,link,,,561,15,9689.570,0
1067,link,,,561,492,6891.524,0
1068,link,,,561,494,8288.472,0
1069,link,,,561,558,3233.055,0
1070,link,,,561,560,7489.090,0
1071,link,,,562,16,22380.619,0
1072,link,,,562,492,4825.911,0
1073,link,,,562,493,10502.011,0
1074,link,,,562,559,6849.618,0
1075,link,,,562,563,745.813,0
1076,link,,,562,567,7108.545,0
1077,link,,,563,17,22236.619,0
1078,link,,,563,494,5674.618,0
1079,link,,,563,551,12529.643,0
1080,link,,,563,562,735.137,0
1081,link,,,563,564,18969.177,0
1082,link,,,564,18,17801.099,0
1083,link,,,564,493,7193.211,0
1084,link,,,564,563,20926.930,0
1085,link,,,564,565,11665.076,0
1086,link,,,565,19,5082.510,0
1087,link,,,565,564,18761.410,0
1088,link,,,565,568,5375.636,0
1089,link,,,565,569,4672.589,0
1090,link,,,566,20,7120.370,0
1091,link,,,566,500,4492.527,0
1092,link,,,566,559,5125.641,0
1093,link,,,566,567,3530.908,0
1094,link,,,566,631,2414.395,0
1095,link,,,567,21,4959.050,0
1096,link,,,567,499,7151.183,0
1097,link,,,567,562,12926.299,0
1098,link,,,567,566,2738.377,0
1099,link,,,568,22,4832.920,0
1100,link,,,568,533,2033.508,0
1101,link,,,568,565,12520.240,0
1102,link,,,568,574,4459.710,0
1103,link,,,569,23,15381.259,0
1104,link,,,569,499,10381.999,0
1105,link,,,569,532,3276.128,0
1106,link,,,569,533,1365.989,0
1107,link,,,569,565,7082.218,0
1108,link,,,569,570,2543.588,0
1109,link,,,569,572,2852.472,0
1110,link,,,569,573,2504.898,0
1111,link,,,570,24,6881.590,0
1112,link,,,570,500,5912.333,0
1113,link,,,570,569,4016.614,0
1114,link,,,570,571,1999.216,0
1115,link,,,570,572,3069.254,0
1116,link,,,571,25,6682.740,0
1117,link,,,571,501,4916.705,0
1118,link,,,571,570,3093.971,0
1119,link,,,571,572,4318.824,0
1120,link,,,571,631,2452.732,0
1121,link,,,571,632,3447.985,0
1122,link,,,571,634,1183.033,0
1123,link,,,571,637,2799.627,0
1124,link,,,572,26,12527.549,0
1125,link,,,572,569,4530.822,0
1126,link,,,572,570,5126.109,0
1127,link,,,572,571,5903.877,0
1128,link,,,572,573,5619.100,0
1129,link,,,572,576,4321.613,0
1130,link,,,572,637,2544.044,0
1131,link,,,573,27,6312.420,0
1132,link,,,573,528,3023.383,0
1133,link,,,573,531,3035.702,0
1134,link,,,573,569,6354.987,0
1135,link,,,573,572,6747.309,0
1136,link,,,573,577,3352.246,0
1137,link,,,574,28,10392.149,0
1138,link,,,574,531,1309.224,0
1139,link,,,574,532,5728.490,0
1140,link,,,574,568,12781.271,0
1141,link,,,574,575,6967.503,0
1142,link,,,575,29,13164.209,0
1143,link,,,575,528,2854.034,0
1144,link,,,575,530,2297.439,0
1145,link,,,575,574,15454.528,0
1146,link,,,575,580,2012.584,0
1147,link,,,575,581,4561.530,0
1148,link,,,576,30,4471.180,0
1149,link,,,576,572,7723.478,0
1150,link,,,576,577,1934.137,0
1151,link,,,576,578,1855.409,0
1152,link,,,576,637,3019.425,0
1153,link,,,576,643,2747.860,0
1154,link,,,577,31,4484.930,0
1155,link,,,577,530,4697.637,0
1156,link,,,577,545,2572.888,0
1157,link,,,577,573,6937.503,0
1158,link,,,577,576,2452.259,0
1159,link,,,577,578,3868.601,0
1160,link,,,578,32,5029.560,0
1161,link,,,578,507,558.966,0
1162,link,,,578,524,1507.771,0
1163,link,,,578,576,2679.005,0
1164,link,,,578,577,6649.062,0
1165,link,,,578,579,1580.365,0
1166,link,,,578,580,1710.063,0
1167,link,,,578,643,6448.261,0
1168,link,,,578,645,2826.575,0
1169,link,,,579,33,3358.860,0
1170,link,,,579,578,2151.210,0
1171,link,,,579,580,4622.312,0
1172,link,,,579,582,1214.093,0
1173,link,,,579,647,3048.076,0
1174,link,,,579,656,2518.900,0
1175,link,,,580,34,4917.440,0
1176,link,,,580,545,3910.905,0
1177,link,,,580,575,4413.030,0
1178,link,,,580,578,1955.703,0
1179,link,,,580,579,2828.722,0
1180,link,,,580,581,872.650,0
1181,link,,,580,582,2274.273,0
1182,link,,,581,35,4029.960,0
1183,link,,,581,575,8158.489,0
1184,link,,,581,580,788.206,0
1185,link,,,581,582,2848.648,0
1186,link,,,582,36,6027.780,0
1187,link,,,582,541,2688.476,0
1188,link,,,582,579,1138.512,0
1189,link,,,582,580,2359.346,0
1190,link,,,582,581,5245.514,0
1191,link,,,582,660,1507.917,0
1192,link,,,583,37,7136.810,0
1193,link,,,583,540,1148.810,0
1194,link,,,584,38,2425.380,0
1195,link,,,584,394,417.225,0
1196,link,,,584,395,788.684,0
1197,link,,,584,586,1804.813,0
1198,link,,,584,588,2956.549,0
1199,link,,,584,605,1409.592,0
1200,link,,,584,710,608.856,0
1201,link,,,584,712,1513.751,0
1202,link,,,584,768,767.602,0
1203,link,,,584,808,564.915,0
1204,link,,,585,39,4548.000,0
1205,link,,,585,401,4687.173,0
1206,link,,,585,586,969.069,0
1207,link,,,585,587,4237.447,0
1208,link,,,585,771,1265.893,0
1209,link,,,586,40,1047.440,0
1210,link,,,586,584,1066.756,0
1211,link,,,586,585,1875.453,0
1212,link,,,586,588,3231.338,0
1213,link,,,586,772,1630.638,0
1214,link,,,587,41,11211.119,0
1215,link,,,587,400,939.776,0
1216,link,,,587,585,2529.180,0
1217,link,,,587,588,960.246,0
1218,link,,,587,592,6507.288,0
1219,link,,,587,604,3516.429,0
1220,link,,,588,42,1350.810,0
1221,link,,,588,397,3721.674,0
1222,link,,,588,584,1341.324,0
1223,link,,,588,586,1038.280,0
1224,link,,,588,587,3701.764,0
1225,link,,,589,43,6471.880,0
1226,link,,,589,590,2754.844,0
1227,link,,,589,591,5217.007,0
1228,link,,,589,594,1971.597,0
1229,link,,,589,775,979.172,0
1230,link,,,590,44,6938.150,0
1231,link,,,590,401,1802.423,0
1232,link,,,590,589,4296.731,0
1233,link,,,590,592,6548.815,0
1234,link,,,590,776,2347.436,0
1235,link,,,591,45,5349.170,0
1236,link,,,591,441,5833.088,0
1237,link,,,591,589,3796.203,0
1238,link,,,591,592,2413.388,0
1239,link,,,591,608,3269.184,0
1240,link,,,591,613,5662.685,0
1241,link,,,592,46,6643.030,0
1242,link,,,592,587,5292.941,0
1243,link,,,592,590,2363.881,0
1244,link,,,592,591,5348.862,0
1245,link,,,592,608,5034.919,0
1246,link,,,592,609,2610.847,0
1247,link,,,593,47,5051.920,0
1248,link,,,593,429,1159.137,0
1249,link,,,593,431,1970.217,0
1250,link,,,593,594,2491.511,0
1251,link,,,593,595,3714.945,0
1252,link,,,594,48,6847.960,0
1253,link,,,594,427,3382.430,0
1254,link,,,594,589,1707.610,0
1255,link,,,594,593,3333.984,0
1256,link,,,594,596,3341.480,0
1257,link,,,595,49,3737.490,0
1258,link,,,595,432,2148.681,0
1259,link,,,595,593,3258.150,0
1260,link,,,595,596,2226.735,0
1261,link,,,595,612,1480.679,0
1262,link,,,595,617,2697.479,0
1263,link,,,596,50,5346.460,0
1264,link,,,596,441,4322.547,0
1265,link,,,596,594,3255.495,0
1266,link,,,596,595,3002.128,0
1267,link,,,596,612,3781.386,0
1268,link,,,596,613,707.807,0
1269,link,,,597,51,934.100,0
1270,link,,,597,431,396.978,0
1271,link,,,597,599,2344.307,0
1272,link,,,597,778,674.695,0
1273,link,,,598,52,2590.050,0
1274,link,,,598,599,1528.234,0
1275,link,,,598,616,1020.227,0
1276,link,,,598,620,2262.518,0
1277,link,,,599,53,3683.050,0
1278,link,,,599,432,4049.420,0
1279,link,,,599,597,1007.294,0
1280,link,,,599,598,2875.633,0
1281,link,,,599,616,3444.684,0
1282,link,,,599,617,1763.839,0
1283,link,,,600,54,668.910,0
1284,link,,,600,395,1122.461,0
1285,link,,,600,601,1041.316,0
1286,link,,,600,602,2422.923,0
1287,link,,,600,605,2465.537,0
1288,link,,,601,55,1209.840,0
1289,link,,,601,394,825.446,0
1290,link,,,601,600,1173.884,0
1291,link,,,601,603,1458.611,0
1292,link,,,601,716,1965.735,0
1293,link,,,602,56,2219.890,0
1294,link,,,602,600,2357.990,0
1295,link,,,602,603,1551.792,0
1296,link,,,602,607,1766.977,0
1297,link,,,602,671,3366.786,0
1298,link,,,603,57,1436.870,0
1299,link,,,603,601,1211.686,0
1300,link,,,603,602,1330.804,0
1301,link,,,603,672,1468.976,0
1302,link,,,603,718,695.928,0
1303,link,,,604,58,9931.419,0
1304,link,,,604,397,632.825,0
1305,link,,,604,399,7399.540,0
1306,link,,,604,587,3435.318,0
1307,link,,,604,605,2218.230,0
1308,link,,,604,606,2740.621,0
1309,link,,,605,59,3733.020,0
1310,link,,,605,584,835.797,0
1311,link,,,605,600,1909.069,0
1312,link,,,605,604,5005.210,0
1313,link,,,605,607,1795.609,0
1314,link,,,606,60,3521.200,0
1315,link,,,606,403,2622.389,0
1316,link,,,606,604,4521.750,0
1317,link,,,606,607,2282.000,0
1318,link,,,606,675,3814.316,0
1319,link,,,607,61,3311.490,0
1320,link,,,607,602,1241.929,0
1321,link,,,607,605,1959.546,0
1322,link,,,607,606,4428.892,0
1323,link,,,607,676,706.425,0
1324,link,,,608,62,3584.990,0
1325,link,,,608,537,5725.695,0
1326,link,,,608,591,3066.742,0
1327,link,,,608,592,3240.467,0
1328,link,,,608,609,3530.236,0
1329,link,,,608,613,3819.402,0
1330,link,,,609,63,5998.590,0
1331,link,,,609,399,3101.744,0
1332,link,,,609,400,536.011,0
1333,link,,,609,592,2016.201,0
1334,link,,,609,608,4033.813,0
1335,link,,,609,611,3640.009,0
1336,link,,,610,64,16119.509,0
1337,link,,,610,537,5562.866,0
1338,link,,,610,611,1707.917,0
1339,link,,,610,615,6746.199,0
1340,link,,,610,679,6360.077,0
1341,link,,,611,65,3350.440,0
1342,link,,,611,403,666.625,0
1343,link,,,611,609,2584.987,0
1344,link,,,611,610,5478.266,0
1345,link,,,611,680,3331.476,0
1346,link,,,612,66,4453.030,0
1347,link,,,612,440,2167.683,0
1348,link,,,612,595,1167.528,0
1349,link,,,612,596,3343.210,0
1350,link,,,612,614,5223.401,0
1351,link,,,612,617,4778.720,0
1352,link,,,613,67,4951.150,0
1353,link,,,613,440,2356.202,0
1354,link,,,613,591,2529.126,0
1355,link,,,613,596,700.705,0
1356,link,,,613,608,2134.719,0
1357,link,,,613,615,8224.370,0
1358,link,,,614,68,6256.200,0
1359,link,,,614,439,5693.316,0
1360,link,,,614,554,3689.848,0
1361,link,,,614,612,4004.455,0
1362,link,,,614,619,3813.645,0
1363,link,,,614,622,3443.338,0
1364,link,,,615,69,9818.280,0
1365,link,,,615,439,6817.295,0
1366,link,,,615,536,0.024,0
1367,link,,,615,610,7303.788,0
1368,link,,,615,613,4422.558,0
1369,link,,,615,622,5682.450,0
1370,link,,,616,70,3972.080,0
1371,link,,,616,433,2759.858,0
1372,link,,,616,598,963.203,0
1373,link,,,616,599,2917.089,0
1374,link,,,616,618,5720.042,0
1375,link,,,616,620,1373.519,0
1376,link,,,617,71,5049.640,0
1377,link,,,617,433,1545.336,0
1378,link,,,617,595,2343.288,0
1379,link,,,617,599,1260.859,0
1380,link,,,617,612,3449.938,0
1381,link,,,617,619,6904.162,0
1382,link,,,618,72,9363.150,0
1383,link,,,618,434,2003.245,0
1384,link,,,618,548,3590.305,0
1385,link,,,618,552,4498.639,0
1386,link,,,618,616,5172.262,0
1387,link,,,618,621,1060.197,0
1388,link,,,619,73,12063.869,0
1389,link,,,619,434,2414.156,0
1390,link,,,619,552,6253.793,0
1391,link,,,619,554,1989.379,0
1392,link,,,619,614,3768.191,0
1393,link,,,619,617,5530.501,0
1394,link,,,620,74,3697.970,0
1395,link,,,620,598,1520.914,0
1396,link,,,620,616,1219.778,0
1397,link,,,620,621,3386.407,0
1398,link,,,621,75,1766.450,0
1399,link,,,621,547,3388.411,0
1400,link,,,621,618,1559.270,0
1401,link,,,621,620,3546.312,0
1402,link,,,622,76,8948.250,0
1403,link,,,622,540,3693.704,0
1404,link,,,622,554,1061.975,0
1405,link,,,622,555,4126.699,0
1406,link,,,622,614,1644.060,0
1407,link,,,622,615,5101.532,0
1408,link,,,622,623,4203.602,0
1409,link,,,622,625,580.286,0
1410,link,,,623,77,10913.159,0
1411,link,,,623,622,4537.856,0
1412,link,,,623,624,4453.592,0
1413,link,,,623,627,2560.572,0
1414,link,,,623,681,4628.155,0
1415,link,,,624,78,9450.820,0
1416,link,,,624,555,7220.341,0
1417,link,,,624,556,1270.629,0
1418,link,,,624,557,2153.036,0
1419,link,,,624,623,5177.763,0
1420,link,,,624,626,5899.025,0
1421,link,,,625,79,4084.470,0
1422,link,,,625,554,4653.284,0
1423,link,,,625,555,6124.221,0
1424,link,,,625,622,1711.725,0
1425,link,,,626,80,10350.770,0
1426,link,,,626,485,4780.489,0
1427,link,,,626,624,8417.887,0
1428,link,,,626,627,6839.736,0
1429,link,,,626,630,8806.969,0
1430,link,,,627,81,10419.290,0
1431,link,,,627,484,3773.871,0
1432,link,,,627,486,5406.410,0
1433,link,,,627,623,4306.384,0
1434,link,,,627,626,6748.738,0
1435,link,,,628,82,6617.240,0
1436,link,,,628,485,5458.703,0
1437,link,,,628,629,3787.852,0
1438,link,,,628,631,3338.082,0
1439,link,,,628,632,1878.797,0
1440,link,,,629,83,4164.950,0
1441,link,,,629,479,2622.905,0
1442,link,,,629,484,3588.103,0
1443,link,,,629,628,4271.658,0
1444,link,,,629,633,2430.693,0
1445,link,,,630,84,5615.880,0
1446,link,,,630,489,3561.652,0
1447,link,,,630,557,7048.913,0
1448,link,,,630,626,10234.317,0
1449,link,,,631,85,10973.409,0
1450,link,,,631,489,3542.425,0
1451,link,,,631,490,5996.174,0
1452,link,,,631,559,5503.448,0
1453,link,,,631,566,2602.903,0
1454,link,,,631,571,2089.963,0
1455,link,,,631,628,3543.229,0
1456,link,,,631,636,4865.577,0
1457,link,,,632,86,5541.660,0
1458,link,,,632,502,1532.771,0
1459,link,,,632,571,3196.278,0
1460,link,,,632,628,3748.887,0
1461,link,,,632,633,3232.314,0
1462,link,,,632,636,2408.868,0
1463,link,,,633,87,5830.610,0
1464,link,,,633,478,4290.421,0
1465,link,,,633,503,1161.931,0
1466,link,,,633,629,5039.452,0
1467,link,,,633,632,5082.248,0
1468,link,,,634,88,4497.950,0
1469,link,,,634,502,2033.081,0
1470,link,,,634,505,1878.976,0
1471,link,,,634,571,2182.885,0
1472,link,,,634,635,3405.024,0
1473,link,,,634,637,3823.644,0
1474,link,,,635,89,2145.620,0
1475,link,,,635,504,5762.896,0
1476,link,,,635,634,3039.345,0
1477,link,,,635,640,528.190,0
1478,link,,,635,705,2691.424,0
1479,link,,,636,90,2206.720,0
1480,link,,,636,501,3579.452,0
1481,link,,,636,631,7245.585,0
1482,link,,,636,632,1819.414,0
1483,link,,,637,91,8261.769,0
1484,link,,,637,571,4675.199,0
1485,link,,,637,572,2924.949,0
1486,link,,,637,576,2512.950,0
1487,link,,,637,634,3566.795,0
1488,link,,,637,644,2832.655,0
1489,link,,,638,92,1230.920,0
1490,link,,,638,640,1035.456,0
1491,link,,,638,642,870.444,0
1492,link,,,638,707,2634.636,0
1493,link,,,638,815,558.231,0
1494,link,,,638,825,762.348,0
1495,link,,,638,826,609.452,0
1496,link,,,639,93,4488.750,0
1497,link,,,639,505,5575.091,0
1498,link,,,639,506,1688.636,0
1499,link,,,639,640,616.148,0
1500,link,,,639,641,826.882,0
1501,link,,,640,94,357.150,0
1502,link,,,640,635,1311.550,0
1503,link,,,640,638,406.462,0
1504,link,,,640,639,1191.352,0
1505,link,,,640,642,557.461,0
1506,link,,,641,95,2498.610,0
1507,link,,,641,639,2604.141,0
1508,link,,,641,642,960.197,0
1509,link,,,641,646,1725.141,0
1510,link,,,641,648,526.600,0
1511,link,,,642,96,468.330,0
1512,link,,,642,638,742.046,0
1513,link,,,642,640,1173.161,0
1514,link,,,642,641,1799.216,0
1515,link,,,642,649,630.577,0
1516,link,,,643,97,7196.600,0
1517,link,,,643,576,4368.692,0
1518,link,,,643,578,3513.622,0
1519,link,,,643,644,4439.856,0
1520,link,,,644,98,6973.450,0
1521,link,,,644,506,3627.581,0
1522,link,,,644,637,5508.358,0
1523,link,,,644,643,4017.819,0
1524,link,,,644,646,3059.492,0
1525,link,,,645,99,4583.230,0
1526,link,,,645,578,4753.861,0
1527,link,,,645,646,3817.510,0
1528,link,,,645,647,1965.873,0
1529,link,,,645,652,3233.353,0
1530,link,,,646,100,4107.960,0
1531,link,,,646,507,3325.226,0
1532,link,,,646,641,2144.296,0
1533,link,,,646,644,4889.198,0
1534,link,,,646,645,2798.108,0
1535,link,,,646,653,1814.081,0
1536,link,,,647,101,2787.210,0
1537,link,,,647,524,4096.102,0
1538,link,,,647,579,3218.676,0
1539,link,,,647,645,1541.771,0
1540,link,,,647,657,4193.169,0
1541,link,,,648,102,2676.830,0
1542,link,,,648,641,791.485,0
1543,link,,,648,649,2044.250,0
1544,link,,,648,650,1552.578,0
1545,link,,,648,653,3122.251,0
1546,link,,,649,103,1692.020,0
1547,link,,,649,642,1837.818,0
1548,link,,,649,648,1931.474,0
1549,link,,,649,651,803.111,0
1550,link,,,649,825,932.632,0
1551,link,,,650,104,2159.550,0
1552,link,,,650,453,321.304,0
1553,link,,,650,648,2187.041,0
1554,link,,,650,651,563.925,0
1555,link,,,650,655,2238.340,0
1556,link,,,651,105,868.620,0
1557,link,,,651,649,1562.794,0
1558,link,,,651,650,675.107,0
1559,link,,,651,827,635.903,0
1560,link,,,651,842,553.942,0
1561,link,,,652,106,3338.870,0
1562,link,,,652,452,2815.313,0
1563,link,,,652,525,1489.906,0
1564,link,,,652,645,6660.213,0
1565,link,,,652,653,1691.569,0
1566,link,,,653,107,2602.560,0
1567,link,,,653,646,4100.273,0
1568,link,,,653,648,1860.560,0
1569,link,,,653,652,2411.622,0
1570,link,,,653,655,1019.456,0
1571,link,,,654,108,3288.060,0
1572,link,,,654,451,1584.033,0
1573,link,,,654,452,4803.500,0
1574,link,,,654,659,2740.844,0
1575,link,,,654,662,2507.601,0
1576,link,,,655,109,2867.130,0
1577,link,,,655,451,2830.001,0
1578,link,,,655,650,1796.560,0
1579,link,,,655,653,1735.599,0
1580,link,,,655,663,1158.706,0
1581,link,,,656,110,4214.930,0
1582,link,,,656,579,3419.726,0
1583,link,,,656,657,3179.180,0
1584,link,,,656,658,2522.391,0
1585,link,,,656,660,3624.292,0
1586,link,,,657,111,5151.920,0
1587,link,,,657,525,2702.066,0
1588,link,,,657,647,4834.568,0
1589,link,,,657,656,3003.673,0
1590,link,,,657,659,1970.651,0
1591,link,,,658,112,3575.400,0
1592,link,,,658,510,2500.029,0
1593,link,,,658,656,2437.039,0
1594,link,,,658,659,2771.644,0
1595,link,,,658,661,3697.552,0
1596,link,,,659,113,5118.230,0
1597,link,,,659,509,1745.575,0
1598,link,,,659,654,2147.817,0
1599,link,,,659,657,2454.614,0
1600,link,,,659,658,2394.193,0
1601,link,,,660,114,1529.230,0
1602,link,,,660,582,3460.502,0
1603,link,,,660,656,3340.308,0
1604,link,,,660,661,1132.565,0
1605,link,,,660,902,4176.435,0
1606,link,,,661,115,4279.300,0
1607,link,,,661,512,770.182,0
1608,link,,,661,658,3548.558,0
1609,link,,,661,660,1426.330,0
1610,link,,,661,902,3417.875,0
1611,link,,,662,116,2162.470,0
1612,link,,,662,449,1228.812,0
1613,link,,,662,654,3641.286,0
1614,link,,,662,664,1771.518,0
1615,link,,,662,667,1317.129,0
1616,link,,,663,117,533.270,0
1617,link,,,663,449,1778.175,0
1618,link,,,663,655,2202.090,0
1619,link,,,663,665,720.534,0
1620,link,,,663,841,642.911,0
1621,link,,,664,118,3764.940,0
