agent_id,o_zone_id,d_zone_id,path_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,geometry
162,3,15,0,p,AM,0,0,20.130760446528832,19.0,3;4;11;14;15,6;10;34;41,"LINESTRING ( ,  ,  ,  ,  )"
163,3,15,1,p,AM,0.45,0,153950893.5021169,39.0,3;12;11;10;17;16;18;20;19;15,7;36;32;30;52;50;56;61;57,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
164,3,15,2,p,AM,0,0,20.168248178230048,20.0,3;4;5;9;10;15,6;9;13;25;28,"LINESTRING ( ,  ,  ,  ,  ,  )"
165,3,15,3,p,AM,0,0,66671.31366669234,20.0,3;12;13;24;23;22;15,7;37;39;76;72;67,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
166,3,16,0,p,AM,0,0,95201.61417953508,17.0,3;4;5;6;8;16,6;9;12;16;22,"LINESTRING ( ,  ,  ,  ,  ,  )"
167,3,16,1,p,AM,1.3000000000000003,0,149717390.06611422,25.0,3;12;11;10;17;16,7;36;32;30;52,"LINESTRING ( ,  ,  ,  ,  ,  )"
168,3,16,2,p,AM,0,0,141.23946101352954,34.0,3;4;5;9;10;15;19;20;18;16,6;9;13;25;28;45;59;60;55,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
169,3,16,3,p,AM,0,0,71410.14386709945,27.0,3;12;13;24;21;20;18;16,7;37;39;75;64;60;55,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
170,3,16,4,p,AM,0,0,97163.91605940287,22.0,3;1;2;6;8;16,5;1;4;16;22,"LINESTRING ( ,  ,  ,  ,  ,  )"
171,3,16,5,p,AM,0,0,11520.270420288423,25.0,3;1;2;6;8;7;18;16,5;1;4;16;20;18;55,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
172,3,17,0,p,AM,0,0,95211.44393595707,19.0,3;4;5;6;8;16;17,6;9;12;16;22;49,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
173,3,17,1,p,AM,0.3000000000000001,0,128438913.04910412,23.0,3;12;11;10;17,7;36;32;30,"LINESTRING ( ,  ,  ,  ,  )"
174,3,17,2,p,AM,0,0,25.188403806163233,25.0,3;4;5;9;10;15;19;17,6;9;13;25;28;45;58,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
175,3,22,0,p,AM,0,0,62055.254028231684,16.0,3;12;13;24;21;22,7;37;39;75;65,"LINESTRING ( ,  ,  ,  ,  ,  )"
176,3,22,1,p,AM,0,0,150112973.27416906,37.0,3;12;11;10;17;16;18;20;22,7;36;32;30;52;50;56;63,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  )"
177,3,22,2,p,AM,0,0,66667.17837099018,17.0,3;12;13;24;23;22,7;37;39;76;72,"LINESTRING ( ,  ,  ,  ,  ,  )"
178,3,23,0,p,AM,0.25,0,66631.78439635475,13.0,3;12;13;24;23,7;37;39;76,"LINESTRING ( ,  ,  ,  ,  )"
179,4,5,0,p,AM,5.000000000000001,0,2.0176166559487525,2.0,4;5,9,"LINESTRING ( ,  )"
180,4,6,0,p,AM,2.446324188241447,0,357.71253171551774,6.0,4;5;6,9;12,"LINESTRING ( ,  ,  )"
181,4,6,1,p,AM,0,0,192.6572237590451,19.0,4;5;9;8;6,9;13;24;19,"LINESTRING ( ,  ,  ,  ,  )"
182,4,6,2,p,AM,1.553675811758553,0,21114.1822860405,19.0,4;3;1;2;6,8;5;1;4,"LINESTRING ( ,  ,  ,  ,  )"
183,4,7,0,p,AM,0,0,9329.59604454539,11.0,4;5;6;8;7,9;12;16;20,"LINESTRING ( ,  ,  ,  ,  )"
184,4,7,1,p,AM,0,0,138.37713679922334,20.0,4;5;9;8;7,9;13;24;20,"LINESTRING ( ,  ,  ,  ,  )"
185,4,7,2,p,AM,0,0,41.39681994363121,29.0,4;5;9;10;15;19;20;18;7,9;13;25;28;45;59;60;54,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  )"
186,4,7,3,p,AM,2.4000000000000004,0,90104.46910048675,30.0,4;3;12;13;24;21;20;18;7,8;7;37;39;75;64;60;54,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  )"
187,4,7,4,p,AM,0,0,30086.065798870375,24.0,4;3;1;2;6;8;7,8;5;1;4;16;20,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
188,4,7,5,p,AM,0,0,250035.40030242802,18.0,4;5;6;8;16;18;7,9;12;16;22;50;54,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
189,4,8,0,p,AM,0,0,9293.334005292421,8.0,4;5;6;8,9;12;16,"LINESTRING ( ,  ,  ,  )"
190,4,8,1,p,AM,0,0,102.11509754625447,17.0,4;5;9;8,9;13;24,"LINESTRING ( ,  ,  ,  )"
191,4,8,2,p,AM,0,0,44.89395088886174,32.0,4;5;9;10;15;19;20;18;7;8,9;13;25;28;45;59;60;54;17,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
192,4,8,3,p,AM,0,0,90207.2076296824,36.0,4;3;12;13;24;21;20;18;16;8,8;7;37;39;75;64;60;55;47,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
193,4,8,4,p,AM,7.0,0,30049.803759617407,21.0,4;3;1;2;6;8,8;5;1;4;16,"LINESTRING ( ,  ,  ,  ,  ,  )"
194,4,9,0,p,AM,0,0,7.0176166559487525,7.0,4;5;9,9;13,"LINESTRING ( ,  ,  )"
195,4,9,1,p,AM,6.299999999999998,0,125211.11771912411,38.0,4;3;12;13;24;21;20;18;16;10;9,8;7;37;39;75;64;60;55;48;26,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
196,4,9,2,p,AM,0,0,17134.947992514768,24.0,4;11;14;15;10;9,10;34;41;43;26,"LINESTRING ( ,  ,  ,  ,  ,  )"
197,4,10,0,p,AM,0,0,10.017616655948753,10.0,4;5;9;10,9;13;25,"LINESTRING ( ,  ,  ,  )"
198,4,10,1,p,AM,9.600000000000001,0,528046.9940419275,19.0,4;3;12;11;10,8;7;36;32,"LINESTRING ( ,  ,  ,  ,  )"
199,4,10,2,p,AM,0,0,124882.03439427119,35.0,4;3;12;13;24;21;20;18;16;10,8;7;37;39;75;64;60;55;48,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
200,4,10,3,p,AM,0,0,16805.86466766185,21.0,4;11;14;15;10,10;34;41;43,"LINESTRING ( ,  ,  ,  ,  )"
201,4,10,4,p,AM,0,0,146156.97561487148,11.0,4;11;10,10;32,"LINESTRING ( ,  ,  )"
202,4,11,0,p,AM,0,0,6.432091699066201,6.0,4;11,10,"LINESTRING ( ,  )"
203,4,11,1,p,AM,10.5,0,381896.45051875507,14.0,4;3;12;11,8;7;36,"LINESTRING ( ,  ,  ,  )"
204,4,12,0,p,AM,6.0,0,33801.0230218251,8.0,4;3;12,8;7,"LINESTRING ( ,  ,  )"
205,4,12,1,p,AM,0,0,15460.909686636282,25.0,4;5;6;2;1;3;12,9;12;14;3;2;7,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
206,4,13,0,p,AM,5.4,0,34275.182472891785,11.0,4;3;12;13,8;7;37,"LINESTRING ( ,  ,  ,  )"
207,4,14,0,p,AM,0,0,10.980128924247538,10.0,4;11;14,10;34,"LINESTRING ( ,  ,  )"
208,4,14,1,p,AM,2.25,0,154063392.19703946,48.0,4;3;12;11;10;17;16;18;20;19;15;14,8;7;36;32;30;52;50;56;61;57;44,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
209,4,14,2,p,AM,0,0,85430.87988841075,21.0,4;3;12;13;24;23;14,8;7;37;39;76;71,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
210,4,14,3,p,AM,0,0,381900.9985559803,18.0,4;3;12;11;14,8;7;36;34,"LINESTRING ( ,  ,  ,  ,  )"
211,4,15,0,p,AM,0,0,15.980128924247538,15.0,4;11;14;15,10;34;41,"LINESTRING ( ,  ,  ,  )"
212,4,15,1,p,AM,2.25,0,153969683.51935983,43.0,4;3;12;11;10;17;16;18;20;19;15,8;7;36;32;30;52;50;56;61;57,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
213,4,15,2,p,AM,0,0,16.017616655948753,16.0,4;5;9;10;15,9;13;25;28,"LINESTRING ( ,  ,  ,  ,  )"
214,4,15,3,p,AM,0,0,85461.33090962724,24.0,4;3;12;13;24;23;22;15,8;7;37;39;76;72;67,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
215,4,16,0,p,AM,0,0,95197.4635480128,13.0,4;5;6;8;16,9;12;16;22,"LINESTRING ( ,  ,  ,  ,  )"
216,4,16,1,p,AM,4.800000000000001,0,149736180.08335716,29.0,4;3;12;11;10;17;16,8;7;36;32;30;52,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
217,4,16,2,p,AM,0,0,137.08882949124825,30.0,4;5;9;10;15;19;20;18;16,9;13;25;28;45;59;60;55,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  )"
218,4,16,3,p,AM,0,0,90200.16111003436,31.0,4;3;12;13;24;21;20;18;16,8;7;37;39;75;64;60;55,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  )"
219,4,17,0,p,AM,0,0,95207.29330443479,15.0,4;5;6;8;16;17,9;12;16;22;49,"LINESTRING ( ,  ,  ,  ,  ,  )"
220,4,17,1,p,AM,1.5,0,128457703.06634706,27.0,4;3;12;11;10;17,8;7;36;32;30,"LINESTRING ( ,  ,  ,  ,  ,  )"
221,4,17,2,p,AM,0,0,21.03777228388194,21.0,4;5;9;10;15;19;17,9;13;25;28;45;58,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
222,4,18,0,p,AM,0,0,9456.117468755347,13.0,4;5;6;8;7;18,9;12;16;20;18,"LINESTRING ( ,  ,  ,  ,  ,  )"
223,4,18,1,p,AM,0.6000000000000001,0,149891016.011681,32.0,4;3;12;11;10;17;16;18,8;7;36;32;30;52;50,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
224,4,18,2,p,AM,0,0,39.38838934825035,27.0,4;5;9;10;15;19;20;18,9;13;25;28;45;59;60,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
225,4,18,3,p,AM,0,0,90102.46066989137,28.0,4;3;12;13;24;21;20;18,8;7;37;39;75;64;60,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
226,4,18,4,p,AM,0,0,30212.587223080332,26.0,4;3;1;2;6;8;7;18,8;5;1;4;16;20;18,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
227,4,18,5,p,AM,0,0,250033.39187183263,16.0,4;5;6;8;16;18,9;12;16;22;50,"LINESTRING ( ,  ,  ,  ,  ,  )"
228,4,19,0,p,AM,0,0,95209.30084668628,17.0,4;5;6;8;16;17;19,9;12;16;22;49;53,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
229,4,19,1,p,AM,0.6000000000000002,0,153945997.8736942,40.0,4;3;12;11;10;17;16;18;20;19,8;7;36;32;30;52;50;56;61,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
230,4,19,2,p,AM,0,0,19.03777228388194,19.0,4;5;9;10;15;19,9;13;25;28;45,"LINESTRING ( ,  ,  ,  ,  ,  )"
231,4,20,0,p,AM,0,0,162188.84667033097,17.0,4;5;6;8;7;18;20,9;12;16;20;18;56,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
232,4,20,1,p,AM,1.2,0,150043748.74088258,36.0,4;3;12;11;10;17;16;18;20,8;7;36;32;30;52;50;56,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  )"
233,4,20,2,p,AM,0,0,23.03777228388194,23.0,4;5;9;10;15;19;20,9;13;25;28;45;59,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
234,4,20,3,p,AM,0,0,90086.11005282699,24.0,4;3;12;13;24;21;20,8;7;37;39;75;64,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
235,4,21,0,p,AM,0,0,80714.60771718602,18.0,4;3;12;13;24;21,8;7;37;39;75,"LINESTRING ( ,  ,  ,  ,  ,  )"
236,4,21,1,p,AM,0,0,150312635.19048783,42.0,4;3;12;11;10;17;16;18;20;21,8;7;36;32;30;52;50;56;62,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
237,4,22,0,p,AM,0,0,18.980128924247538,18.0,4;11;14;15;22,10;34;41;46,"LINESTRING ( ,  ,  ,  ,  )"
238,4,22,1,p,AM,1.4000000000000001,0,150131763.291412,41.0,4;3;12;11;10;17;16;18;20;22,8;7;36;32;30;52;50;56;63,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
239,4,22,2,p,AM,0,0,19.017616655948753,19.0,4;5;9;10;15;22,9;13;25;28;46,"LINESTRING ( ,  ,  ,  ,  ,  )"
240,4,22,3,p,AM,0,0,85457.19561392508,21.0,4;3;12;13;24;23;22,8;7;37;39;76;72,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
241,4,23,0,p,AM,0,0,109.93133036570212,14.0,4;11;14;23,10;34;42,"LINESTRING ( ,  ,  ,  )"
242,4,23,1,p,AM,1.0,0,85421.80163928965,17.0,4;3;12;13;24;23,8;7;37;39;76,"LINESTRING ( ,  ,  ,  ,  ,  )"
243,4,24,0,p,AM,0.5,0,71679.04724634651,15.0,4;3;12;13;24,8;7;37;39,"LINESTRING ( ,  ,  ,  ,  )"
244,5,6,0,p,AM,2.0000000000000004,0,355.694915059569,4.0,5;6,12,"LINESTRING ( ,  )"
245,5,6,1,p,AM,0,0,190.63960710309635,17.0,5;9;8;6,13;24;19,"LINESTRING ( ,  ,  ,  )"
246,5,6,2,p,AM,0,0,22320.016723488465,21.0,5;4;3;1;2;6,11;8;5;1;4,"LINESTRING ( ,  ,  ,  ,  ,  )"
247,5,7,0,p,AM,0,0,9327.57842788944,9.0,5;6;8;7,12;16;20,"LINESTRING ( ,  ,  ,  )"
248,5,7,1,p,AM,0,0,136.35952014327458,18.0,5;9;8;7,13;24;20,"LINESTRING ( ,  ,  ,  )"
249,5,7,2,p,AM,0,0,39.37920328768246,27.0,5;9;10;15;19;20;18;7,13;25;28;45;59;60;54,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
250,5,7,3,p,AM,0,0,91310.30353793471,32.0,5;4;3;12;13;24;21;20;18;7,11;8;7;37;39;75;64;60;54,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
251,5,7,4,p,AM,1.3,0,250033.38268577209,16.0,5;6;8;16;18;7,12;16;22;50;54,"LINESTRING ( ,  ,  ,  ,  ,  )"
252,5,8,0,p,AM,4.999999999999998,0,9291.316388636473,6.0,5;6;8,12;16,"LINESTRING ( ,  ,  )"
253,5,8,1,p,AM,0,0,100.09748089030572,15.0,5;9;8,13;24,"LINESTRING ( ,  ,  )"
254,5,8,2,p,AM,0,0,42.87633423291299,30.0,5;9;10;15;19;20;18;7;8,13;25;28;45;59;60;54;17,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  )"
255,5,8,3,p,AM,0,0,91413.04206713036,38.0,5;4;3;12;13;24;21;20;18;16;8,11;8;7;37;39;75;64;60;55;47,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
256,5,8,4,p,AM,0,0,31255.638197065375,23.0,5;4;3;1;2;6;8,11;8;5;1;4;16,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
257,5,9,0,p,AM,0,0,5.0,5.0,5;9,13,"LINESTRING ( ,  )"
258,5,9,1,p,AM,6.800000000000001,0,126416.95215657208,40.0,5;4;3;12;13;24;21;20;18;16;10;9,11;8;7;37;39;75;64;60;55;48;26,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
259,5,9,2,p,AM,0,0,18340.782429962732,26.0,5;4;11;14;15;10;9,11;10;34;41;43;26,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
260,5,10,0,p,AM,0,0,8.0,8.0,5;9;10,13;25,"LINESTRING ( ,  ,  )"
261,5,10,1,p,AM,7.499999999999998,0,529252.8284793755,21.0,5;4;3;12;11;10,11;8;7;36;32,"LINESTRING ( ,  ,  ,  ,  ,  )"
262,5,10,2,p,AM,0,0,126087.86883171916,37.0,5;4;3;12;13;24;21;20;18;16;10,11;8;7;37;39;75;64;60;55;48,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
263,5,10,3,p,AM,0,0,18011.699105109816,23.0,5;4;11;14;15;10,11;10;34;41;43,"LINESTRING ( ,  ,  ,  ,  ,  )"
264,5,10,4,p,AM,0,0,147362.81005231946,13.0,5;4;11;10,11;10;32,"LINESTRING ( ,  ,  ,  )"
265,5,11,0,p,AM,0,0,1212.2665291470319,8.0,5;4;11,11;10,"LINESTRING ( ,  ,  )"
266,5,11,1,p,AM,3.75,0,383102.284956203,16.0,5;4;3;12;11,11;8;7;36,"LINESTRING ( ,  ,  ,  ,  )"
267,5,12,0,p,AM,1.9999999999999993,0,35006.857459273066,10.0,5;4;3;12,11;8;7,"LINESTRING ( ,  ,  ,  )"
268,5,12,1,p,AM,0,0,15458.892069980333,23.0,5;6;2;1;3;12,12;14;3;2;7,"LINESTRING ( ,  ,  ,  ,  ,  )"
269,5,13,0,p,AM,1.7999999999999994,0,35481.01691033975,13.0,5;4;3;12;13,11;8;7;37,"LINESTRING ( ,  ,  ,  ,  )"
270,5,14,0,p,AM,0,0,1216.8145663722132,12.0,5;4;11;14,11;10;34,"LINESTRING ( ,  ,  ,  )"
271,5,14,1,p,AM,0,0,4172639.066302821,36.0,5;9;8;7;18;20;19;15;14,13;24;20;18;56;61;57;44,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  )"
272,5,14,2,p,AM,0,0,30.078249121105625,25.0,5;9;10;15;22;23;14,13;25;28;46;70;71,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
273,5,14,3,p,AM,0.4,0,86636.71432585872,23.0,5;4;3;12;13;24;23;14,11;8;7;37;39;76;71,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
274,5,15,0,p,AM,0,0,14.0,14.0,5;9;10;15,13;25;28,"LINESTRING ( ,  ,  ,  )"
275,5,15,1,p,AM,0,0,4078930.3886231985,31.0,5;9;8;7;18;20;19;15,13;24;20;18;56;61;57,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
276,5,15,2,p,AM,0.9000000000000001,0,86667.1653470752,26.0,5;4;3;12;13;24;23;22;15,11;8;7;37;39;76;72;67,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  )"
277,5,15,3,p,AM,0,0,1221.8145663722132,17.0,5;4;11;14;15,11;10;34;41,"LINESTRING ( ,  ,  ,  ,  )"
278,5,16,0,p,AM,0,0,95195.44593135685,11.0,5;6;8;16,12;16;22,"LINESTRING ( ,  ,  ,  )"
279,5,16,1,p,AM,3.0,0,149737385.91779462,31.0,5;4;3;12;11;10;17;16,11;8;7;36;32;30;52,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
280,5,16,2,p,AM,0,0,135.0712128352995,28.0,5;9;10;15;19;20;18;16,13;25;28;45;59;60;55,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
281,5,16,3,p,AM,0,0,91405.99554748232,33.0,5;4;3;12;13;24;21;20;18;16,11;8;7;37;39;75;64;60;55,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
282,5,17,0,p,AM,0,0,95205.27568777883,13.0,5;6;8;16;17,12;16;22;49,"LINESTRING ( ,  ,  ,  ,  )"
283,5,17,1,p,AM,0.6000000000000002,0,128458908.9007845,29.0,5;4;3;12;11;10;17,11;8;7;36;32;30,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
284,5,17,2,p,AM,0,0,19.020155627933185,19.0,5;9;10;15;19;17,13;25;28;45;58,"LINESTRING ( ,  ,  ,  ,  ,  )"
285,5,19,0,p,AM,0.3000000000000001,0,95207.28323003033,15.0,5;6;8;16;17;19,12;16;22;49;53,"LINESTRING ( ,  ,  ,  ,  ,  )"
286,5,19,1,p,AM,0,0,4055244.7429575794,28.0,5;9;8;7;18;20;19,13;24;20;18;56;61,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
287,5,19,2,p,AM,0,0,17.020155627933185,17.0,5;9;10;15;19,13;25;28;45,"LINESTRING ( ,  ,  ,  ,  )"
288,5,20,0,p,AM,0,0,162186.82905367503,15.0,5;6;8;7;18;20,12;16;20;18;56,"LINESTRING ( ,  ,  ,  ,  ,  )"
289,5,20,1,p,AM,0,0,152995.61014592886,24.0,5;9;8;7;18;20,13;24;20;18;56,"LINESTRING ( ,  ,  ,  ,  ,  )"
290,5,20,2,p,AM,0,0,21.020155627933185,21.0,5;9;10;15;19;20,13;25;28;45;59,"LINESTRING ( ,  ,  ,  ,  ,  )"
291,5,20,3,p,AM,0.4000000000000001,0,91291.94449027495,26.0,5;4;3;12;13;24;21;20,11;8;7;37;39;75;64,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
292,5,21,0,p,AM,0,0,19.0,19.0,5;9;10;15;22;21,13;25;28;46;69,"LINESTRING ( ,  ,  ,  ,  ,  )"
293,5,21,1,p,AM,0,0,421882.05975119455,30.0,5;9;8;7;18;20;21,13;24;20;18;56;62,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
294,5,21,2,p,AM,0.35,0,81920.44215463399,20.0,5;4;3;12;13;24;21,11;8;7;37;39;75,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
295,5,22,0,p,AM,0,0,17.0,17.0,5;9;10;15;22,13;25;28;46,"LINESTRING ( ,  ,  ,  ,  )"
296,5,22,1,p,AM,0,0,241010.16067535512,29.0,5;9;8;7;18;20;22,13;24;20;18;56;63,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
297,5,22,2,p,AM,0.7,0,86663.03005137305,23.0,5;4;3;12;13;24;23;22,11;8;7;37;39;76;72,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
298,5,23,0,p,AM,0,0,1315.7657678136677,16.0,5;4;11;14;23,11;10;34;42,"LINESTRING ( ,  ,  ,  ,  )"
299,5,23,1,p,AM,0,0,21.0,21.0,5;9;10;15;22;23,13;25;28;46;70,"LINESTRING ( ,  ,  ,  ,  ,  )"
300,5,23,2,p,AM,0.25,0,86627.63607673762,19.0,5;4;3;12;13;24;23,11;8;7;37;39;76,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
301,6,7,0,p,AM,2.167803799906965,0,8971.883512829872,5.0,6;8;7,16;20,"LINESTRING ( ,  ,  )"
302,6,7,1,p,AM,0,0,149872320.19424468,45.0,6;2;1;3;12;11;10;17;16;18;7,14;3;2;7;36;32;30;52;50;54,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
303,6,7,2,p,AM,0,0,137.73882749648163,48.0,6;2;1;3;4;5;9;10;15;19;20;18;7,14;3;2;6;9;13;25;28;45;59;60;54,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
304,6,7,3,p,AM,0,0,758.883009198805,31.0,6;5;9;10;15;19;20;18;7,15;13;25;28;45;59;60;54,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  )"
305,6,7,4,p,AM,0,0,92029.80734384584,36.0,6;5;4;3;12;13;24;21;20;18;7,15;11;8;7;37;39;75;64;60;54,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
306,6,7,5,p,AM,0.632196200093035,0,249677.6877707125,12.0,6;8;16;18;7,16;22;50;54,"LINESTRING ( ,  ,  ,  ,  )"
307,6,8,0,p,AM,7.6,0,8935.621473576904,2.0,6;8,16,"LINESTRING ( ,  )"
308,6,8,1,p,AM,0,0,198.4571050991049,36.0,6;2;1;3;4;5;9;8,14;3;2;6;9;13;24,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
309,6,8,2,p,AM,0,0,141.23595844171214,51.0,6;2;1;3;4;5;9;10;15;19;20;18;7;8,14;3;2;6;9;13;25;28;45;59;60;54;17,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
310,6,8,3,p,AM,0,0,762.3801401440355,34.0,6;5;9;10;15;19;20;18;7;8,15;13;25;28;45;59;60;54;17,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
311,6,8,4,p,AM,0,0,92132.54587304148,42.0,6;5;4;3;12;13;24;21;20;18;16;8,15;11;8;7;37;39;75;64;60;55;47,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
312,6,8,5,p,AM,0,0,819.6012868014283,19.0,6;5;9;8,15;13;24,"LINESTRING ( ,  ,  ,  )"
313,6,9,0,p,AM,0,0,724.5038059111225,9.0,6;5;9,15;13,"LINESTRING ( ,  ,  )"
314,6,9,1,p,AM,0,0,103.35962420879919,26.0,6;2;1;3;4;5;9,14;3;2;6;9;13,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
315,6,9,2,p,AM,3.2,0,127136.4559624832,44.0,6;5;4;3;12;13;24;21;20;18;16;10;9,15;11;8;7;37;39;75;64;60;55;48;26,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
316,6,10,0,p,AM,5.6000000000000005,0,129521.62430053412,11.0,6;8;16;10,16;22;48,"LINESTRING ( ,  ,  ,  )"
317,6,10,1,p,AM,0,0,509349.16817502317,30.0,6;2;1;3;12;11;10,14;3;2;7;36;32,"LINESTRING ( ,  ,  ,  ,  ,  ,  )"
318,6,10,2,p,AM,0,0,106.35962420879919,29.0,6;2;1;3;4;5;9;10,14;3;2;6;9;13;25,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  )"
319,6,10,3,p,AM,0,0,727.5038059111225,12.0,6;5;9;10,15;13;25,"LINESTRING ( ,  ,  ,  )"
320,6,10,4,p,AM,0,0,126807.37263763028,41.0,6;5;4;3;12;13;24;21;20;18;16;10,15;11;8;7;37;39;75;64;60;55;48,"LINESTRING ( ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  )"
321,6,10,5,p,AM,0,0,148082.31385823057,17.0,6;5;4;11;10,15;11;10;32,"LINESTRING ( ,  ,  ,  ,  )"
322,6,11,0,p,AM,0,0,1931.7703350581544,12.0,6;5;4;11,15;11;10,"LINESTRING ( ,  ,  ,  )"
323,6,11,1,p,AM,0.5633526914670184,0,363198.6246518507,25.0,6;2;1;3;12;11,14;3;2;7;36,"LINESTRING ( ,  ,  ,  ,  ,  )"
324,6,11,2,p,AM,2.2366473085329823,0,102.77409925191664,25.0,6;2;1;3;4;11,14;3;2;6;10,"LINESTRING ( ,  ,  ,  ,  ,  )"
325,6,12,0,p,AM,1.9999999999999996,0,35726.36126518419,14.0,6;5;4;3;12,15;11;8;7,"LINESTRING ( ,  ,  ,  ,  )"
326,6,12,1,p,AM,0,0,15103.197154920765,19.0,6;2;1;3;12,14;3;2;7,"LINESTRING ( ,  ,  ,  ,  )"
327,6,13,0,p,AM,1.8000000000000003,0,36200.520716250874,17.0,6;5;4;3;12;13,15;11;8;7;37,"LINESTRING ( ,  ,  ,  ,  ,  )"
328,6,13,1,p,AM,0,0,15577.356605987447,22.0,6;2;1;3;12;13,14;3;2;7;37,"LINESTRING ( ,  ,  ,  ,  ,  )"
