agent_id,o_zone_id,d_zone_id,path_id,link_sequence,from_node_id,to_node_id,incidence
144,3,8,4,4,2,6,1
144,3,8,4,16,6,8,1
145,3,9,0,6,3,4,1
145,3,9,0,9,4,5,1
145,3,9,0,13,5,9,1
146,3,9,1,7,3,12,1
146,3,9,1,37,12,13,1
146,3,9,1,39,13,24,1
146,3,9,1,75,24,21,1
146,3,9,1,64,21,20,1
146,3,9,1,60,20,18,1
146,3,9,1,55,18,16,1
146,3,9,1,48,16,10,1
146,3,9,1,26,10,9,1
147,3,9,2,6,3,4,1
147,3,9,2,10,4,11,1
147,3,9,2,34,11,14,1
147,3,9,2,41,14,15,1
147,3,9,2,43,15,10,1
147,3,9,2,26,10,9,1
148,3,10,0,6,3,4,1
148,3,10,0,9,4,5,1
148,3,10,0,13,5,9,1
148,3,10,0,25,9,10,1
149,3,10,1,7,3,12,1
149,3,10,1,36,12,11,1
149,3,10,1,32,11,10,1
150,3,10,2,7,3,12,1
150,3,10,2,37,12,13,1
150,3,10,2,39,13,24,1
150,3,10,2,75,24,21,1
150,3,10,2,64,21,20,1
150,3,10,2,60,20,18,1
150,3,10,2,55,18,16,1
150,3,10,2,48,16,10,1
151,3,10,3,6,3,4,1
151,3,10,3,10,4,11,1
151,3,10,3,34,11,14,1
151,3,10,3,41,14,15,1
151,3,10,3,43,15,10,1
152,3,10,4,6,3,4,1
152,3,10,4,10,4,11,1
152,3,10,4,32,11,10,1
153,3,11,0,6,3,4,1
153,3,11,0,10,4,11,1
154,3,11,1,7,3,12,1
154,3,11,1,36,12,11,1
155,3,11,2,7,3,12,1
155,3,11,2,37,12,13,1
155,3,11,2,39,13,24,1
155,3,11,2,75,24,21,1
155,3,11,2,64,21,20,1
155,3,11,2,60,20,18,1
155,3,11,2,55,18,16,1
155,3,11,2,48,16,10,1
155,3,11,2,27,10,11,1
156,3,12,0,7,3,12,1
157,3,13,0,7,3,12,1
157,3,13,0,37,12,13,1
158,3,14,0,6,3,4,1
158,3,14,0,10,4,11,1
158,3,14,0,34,11,14,1
159,3,14,1,7,3,12,1
159,3,14,1,36,12,11,1
159,3,14,1,32,11,10,1
159,3,14,1,30,10,17,1
159,3,14,1,52,17,16,1
159,3,14,1,50,16,18,1
159,3,14,1,56,18,20,1
159,3,14,1,61,20,19,1
159,3,14,1,57,19,15,1
159,3,14,1,44,15,14,1
160,3,14,2,7,3,12,1
160,3,14,2,37,12,13,1
160,3,14,2,39,13,24,1
160,3,14,2,76,24,23,1
160,3,14,2,71,23,14,1
161,3,14,3,7,3,12,1
161,3,14,3,36,12,11,1
161,3,14,3,34,11,14,1
162,3,15,0,6,3,4,1
162,3,15,0,10,4,11,1
162,3,15,0,34,11,14,1
162,3,15,0,41,14,15,1
163,3,15,1,7,3,12,1
163,3,15,1,36,12,11,1
163,3,15,1,32,11,10,1
163,3,15,1,30,10,17,1
163,3,15,1,52,17,16,1
163,3,15,1,50,16,18,1
163,3,15,1,56,18,20,1
163,3,15,1,61,20,19,1
163,3,15,1,57,19,15,1
164,3,15,2,6,3,4,1
164,3,15,2,9,4,5,1
164,3,15,2,13,5,9,1
164,3,15,2,25,9,10,1
164,3,15,2,28,10,15,1
165,3,15,3,7,3,12,1
165,3,15,3,37,12,13,1
165,3,15,3,39,13,24,1
165,3,15,3,76,24,23,1
165,3,15,3,72,23,22,1
165,3,15,3,67,22,15,1
166,3,16,0,6,3,4,1
166,3,16,0,9,4,5,1
166,3,16,0,12,5,6,1
166,3,16,0,16,6,8,1
166,3,16,0,22,8,16,1
167,3,16,1,7,3,12,1
167,3,16,1,36,12,11,1
167,3,16,1,32,11,10,1
167,3,16,1,30,10,17,1
167,3,16,1,52,17,16,1
168,3,16,2,6,3,4,1
168,3,16,2,9,4,5,1
168,3,16,2,13,5,9,1
168,3,16,2,25,9,10,1
168,3,16,2,28,10,15,1
168,3,16,2,45,15,19,1
168,3,16,2,59,19,20,1
168,3,16,2,60,20,18,1
168,3,16,2,55,18,16,1
169,3,16,3,7,3,12,1
169,3,16,3,37,12,13,1
169,3,16,3,39,13,24,1
169,3,16,3,75,24,21,1
169,3,16,3,64,21,20,1
169,3,16,3,60,20,18,1
169,3,16,3,55,18,16,1
170,3,16,4,5,3,1,1
170,3,16,4,1,1,2,1
170,3,16,4,4,2,6,1
170,3,16,4,16,6,8,1
170,3,16,4,22,8,16,1
171,3,16,5,5,3,1,1
171,3,16,5,1,1,2,1
171,3,16,5,4,2,6,1
171,3,16,5,16,6,8,1
171,3,16,5,20,8,7,1
171,3,16,5,18,7,18,1
171,3,16,5,55,18,16,1
172,3,17,0,6,3,4,1
172,3,17,0,9,4,5,1
172,3,17,0,12,5,6,1
172,3,17,0,16,6,8,1
172,3,17,0,22,8,16,1
172,3,17,0,49,16,17,1
173,3,17,1,7,3,12,1
173,3,17,1,36,12,11,1
173,3,17,1,32,11,10,1
173,3,17,1,30,10,17,1
174,3,17,2,6,3,4,1
174,3,17,2,9,4,5,1
174,3,17,2,13,5,9,1
174,3,17,2,25,9,10,1
174,3,17,2,28,10,15,1
174,3,17,2,45,15,19,1
174,3,17,2,58,19,17,1
175,3,22,0,7,3,12,1
175,3,22,0,37,12,13,1
175,3,22,0,39,13,24,1
175,3,22,0,75,24,21,1
175,3,22,0,65,21,22,1
176,3,22,1,7,3,12,1
176,3,22,1,36,12,11,1
176,3,22,1,32,11,10,1
176,3,22,1,30,10,17,1
176,3,22,1,52,17,16,1
176,3,22,1,50,16,18,1
176,3,22,1,56,18,20,1
176,3,22,1,63,20,22,1
177,3,22,2,7,3,12,1
177,3,22,2,37,12,13,1
177,3,22,2,39,13,24,1
177,3,22,2,76,24,23,1
177,3,22,2,72,23,22,1
178,3,23,0,7,3,12,1
178,3,23,0,37,12,13,1
178,3,23,0,39,13,24,1
178,3,23,0,76,24,23,1
179,4,5,0,9,4,5,1
180,4,6,0,9,4,5,1
180,4,6,0,12,5,6,1
181,4,6,1,9,4,5,1
181,4,6,1,13,5,9,1
181,4,6,1,24,9,8,1
181,4,6,1,19,8,6,1
182,4,6,2,8,4,3,1
182,4,6,2,5,3,1,1
182,4,6,2,1,1,2,1
182,4,6,2,4,2,6,1
183,4,7,0,9,4,5,1
183,4,7,0,12,5,6,1
183,4,7,0,16,6,8,1
183,4,7,0,20,8,7,1
184,4,7,1,9,4,5,1
184,4,7,1,13,5,9,1
184,4,7,1,24,9,8,1
184,4,7,1,20,8,7,1
185,4,7,2,9,4,5,1
185,4,7,2,13,5,9,1
185,4,7,2,25,9,10,1
185,4,7,2,28,10,15,1
185,4,7,2,45,15,19,1
185,4,7,2,59,19,20,1
185,4,7,2,60,20,18,1
185,4,7,2,54,18,7,1
186,4,7,3,8,4,3,1
186,4,7,3,7,3,12,1
186,4,7,3,37,12,13,1
186,4,7,3,39,13,24,1
186,4,7,3,75,24,21,1
186,4,7,3,64,21,20,1
186,4,7,3,60,20,18,1
186,4,7,3,54,18,7,1
187,4,7,4,8,4,3,1
187,4,7,4,5,3,1,1
187,4,7,4,1,1,2,1
187,4,7,4,4,2,6,1
187,4,7,4,16,6,8,1
187,4,7,4,20,8,7,1
188,4,7,5,9,4,5,1
188,4,7,5,12,5,6,1
188,4,7,5,16,6,8,1
188,4,7,5,22,8,16,1
188,4,7,5,50,16,18,1
188,4,7,5,54,18,7,1
189,4,8,0,9,4,5,1
189,4,8,0,12,5,6,1
189,4,8,0,16,6,8,1
190,4,8,1,9,4,5,1
190,4,8,1,13,5,9,1
190,4,8,1,24,9,8,1
191,4,8,2,9,4,5,1
191,4,8,2,13,5,9,1
191,4,8,2,25,9,10,1
191,4,8,2,28,10,15,1
191,4,8,2,45,15,19,1
191,4,8,2,59,19,20,1
191,4,8,2,60,20,18,1
191,4,8,2,54,18,7,1
191,4,8,2,17,7,8,1
192,4,8,3,8,4,3,1
192,4,8,3,7,3,12,1
192,4,8,3,37,12,13,1
192,4,8,3,39,13,24,1
192,4,8,3,75,24,21,1
192,4,8,3,64,21,20,1
192,4,8,3,60,20,18,1
192,4,8,3,55,18,16,1
192,4,8,3,47,16,8,1
193,4,8,4,8,4,3,1
193,4,8,4,5,3,1,1
193,4,8,4,1,1,2,1
193,4,8,4,4,2,6,1
193,4,8,4,16,6,8,1
194,4,9,0,9,4,5,1
194,4,9,0,13,5,9,1
195,4,9,1,8,4,3,1
195,4,9,1,7,3,12,1
195,4,9,1,37,12,13,1
195,4,9,1,39,13,24,1
195,4,9,1,75,24,21,1
195,4,9,1,64,21,20,1
195,4,9,1,60,20,18,1
195,4,9,1,55,18,16,1
195,4,9,1,48,16,10,1
195,4,9,1,26,10,9,1
196,4,9,2,10,4,11,1
196,4,9,2,34,11,14,1
196,4,9,2,41,14,15,1
196,4,9,2,43,15,10,1
196,4,9,2,26,10,9,1
197,4,10,0,9,4,5,1
197,4,10,0,13,5,9,1
197,4,10,0,25,9,10,1
198,4,10,1,8,4,3,1
198,4,10,1,7,3,12,1
198,4,10,1,36,12,11,1
198,4,10,1,32,11,10,1
199,4,10,2,8,4,3,1
199,4,10,2,7,3,12,1
199,4,10,2,37,12,13,1
199,4,10,2,39,13,24,1
199,4,10,2,75,24,21,1
199,4,10,2,64,21,20,1
199,4,10,2,60,20,18,1
199,4,10,2,55,18,16,1
199,4,10,2,48,16,10,1
200,4,10,3,10,4,11,1
200,4,10,3,34,11,14,1
200,4,10,3,41,14,15,1
200,4,10,3,43,15,10,1
201,4,10,4,10,4,11,1
201,4,10,4,32,11,10,1
202,4,11,0,10,4,11,1
203,4,11,1,8,4,3,1
203,4,11,1,7,3,12,1
203,4,11,1,36,12,11,1
204,4,12,0,8,4,3,1
204,4,12,0,7,3,12,1
205,4,12,1,9,4,5,1
205,4,12,1,12,5,6,1
205,4,12,1,14,6,2,1
205,4,12,1,3,2,1,1
205,4,12,1,2,1,3,1
205,4,12,1,7,3,12,1
206,4,13,0,8,4,3,1
206,4,13,0,7,3,12,1
206,4,13,0,37,12,13,1
207,4,14,0,10,4,11,1
207,4,14,0,34,11,14,1
208,4,14,1,8,4,3,1
208,4,14,1,7,3,12,1
208,4,14,1,36,12,11,1
208,4,14,1,32,11,10,1
208,4,14,1,30,10,17,1
208,4,14,1,52,17,16,1
208,4,14,1,50,16,18,1
208,4,14,1,56,18,20,1
208,4,14,1,61,20,19,1
208,4,14,1,57,19,15,1
208,4,14,1,44,15,14,1
209,4,14,2,8,4,3,1
209,4,14,2,7,3,12,1
209,4,14,2,37,12,13,1
209,4,14,2,39,13,24,1
209,4,14,2,76,24,23,1
209,4,14,2,71,23,14,1
210,4,14,3,8,4,3,1
210,4,14,3,7,3,12,1
210,4,14,3,36,12,11,1
210,4,14,3,34,11,14,1
211,4,15,0,10,4,11,1
211,4,15,0,34,11,14,1
211,4,15,0,41,14,15,1
212,4,15,1,8,4,3,1
212,4,15,1,7,3,12,1
212,4,15,1,36,12,11,1
212,4,15,1,32,11,10,1
212,4,15,1,30,10,17,1
212,4,15,1,52,17,16,1
212,4,15,1,50,16,18,1
212,4,15,1,56,18,20,1
212,4,15,1,61,20,19,1
212,4,15,1,57,19,15,1
213,4,15,2,9,4,5,1
213,4,15,2,13,5,9,1
213,4,15,2,25,9,10,1
213,4,15,2,28,10,15,1
214,4,15,3,8,4,3,1
214,4,15,3,7,3,12,1
214,4,15,3,37,12,13,1
214,4,15,3,39,13,24,1
214,4,15,3,76,24,23,1
214,4,15,3,72,23,22,1
214,4,15,3,67,22,15,1
215,4,16,0,9,4,5,1
215,4,16,0,12,5,6,1
215,4,16,0,16,6,8,1
215,4,16,0,22,8,16,1
216,4,16,1,8,4,3,1
216,4,16,1,7,3,12,1
216,4,16,1,36,12,11,1
216,4,16,1,32,11,10,1
216,4,16,1,30,10,17,1
216,4,16,1,52,17,16,1
217,4,16,2,9,4,5,1
217,4,16,2,13,5,9,1
217,4,16,2,25,9,10,1
217,4,16,2,28,10,15,1
217,4,16,2,45,15,19,1
217,4,16,2,59,19,20,1
217,4,16,2,60,20,18,1
217,4,16,2,55,18,16,1
218,4,16,3,8,4,3,1
218,4,16,3,7,3,12,1
218,4,16,3,37,12,13,1
218,4,16,3,39,13,24,1
218,4,16,3,75,24,21,1
218,4,16,3,64,21,20,1
218,4,16,3,60,20,18,1
218,4,16,3,55,18,16,1
219,4,17,0,9,4,5,1
219,4,17,0,12,5,6,1
219,4,17,0,16,6,8,1
219,4,17,0,22,8,16,1
219,4,17,0,49,16,17,1
220,4,17,1,8,4,3,1
220,4,17,1,7,3,12,1
220,4,17,1,36,12,11,1
220,4,17,1,32,11,10,1
220,4,17,1,30,10,17,1
221,4,17,2,9,4,5,1
221,4,17,2,13,5,9,1
221,4,17,2,25,9,10,1
221,4,17,2,28,10,15,1
221,4,17,2,45,15,19,1
221,4,17,2,58,19,17,1
222,4,18,0,9,4,5,1
222,4,18,0,12,5,6,1
222,4,18,0,16,6,8,1
222,4,18,0,20,8,7,1
222,4,18,0,18,7,18,1
223,4,18,1,8,4,3,1
223,4,18,1,7,3,12,1
223,4,18,1,36,12,11,1
223,4,18,1,32,11,10,1
223,4,18,1,30,10,17,1
223,4,18,1,52,17,16,1
223,4,18,1,50,16,18,1
224,4,18,2,9,4,5,1
224,4,18,2,13,5,9,1
224,4,18,2,25,9,10,1
224,4,18,2,28,10,15,1
224,4,18,2,45,15,19,1
224,4,18,2,59,19,20,1
224,4,18,2,60,20,18,1
225,4,18,3,8,4,3,1
225,4,18,3,7,3,12,1
225,4,18,3,37,12,13,1
225,4,18,3,39,13,24,1
225,4,18,3,75,24,21,1
225,4,18,3,64,21,20,1
225,4,18,3,60,20,18,1
226,4,18,4,8,4,3,1
226,4,18,4,5,3,1,1
226,4,18,4,1,1,2,1
226,4,18,4,4,2,6,1
226,4,18,4,16,6,8,1
226,4,18,4,20,8,7,1
226,4,18,4,18,7,18,1
227,4,18,5,9,4,5,1
227,4,18,5,12,5,6,1
227,4,18,5,16,6,8,1
227,4,18,5,22,8,16,1
227,4,18,5,50,16,18,1
228,4,19,0,9,4,5,1
228,4,19,0,12,5,6,1
228,4,19,0,16,6,8,1
228,4,19,0,22,8,16,1
228,4,19,0,49,16,17,1
228,4,19,0,53,17,19,1
229,4,19,1,8,4,3,1
229,4,19,1,7,3,12,1
229,4,19,1,36,12,11,1
229,4,19,1,32,11,10,1
229,4,19,1,30,10,17,1
229,4,19,1,52,17,16,1
229,4,19,1,50,16,18,1
229,4,19,1,56,18,20,1
229,4,19,1,61,20,19,1
230,4,19,2,9,4,5,1
230,4,19,2,13,5,9,1
230,4,19,2,25,9,10,1
230,4,19,2,28,10,15,1
230,4,19,2,45,15,19,1
231,4,20,0,9,4,5,1
231,4,20,0,12,5,6,1
231,4,20,0,16,6,8,1
231,4,20,0,20,8,7,1
231,4,20,0,18,7,18,1
231,4,20,0,56,18,20,1
232,4,20,1,8,4,3,1
232,4,20,1,7,3,12,1
232,4,20,1,36,12,11,1
232,4,20,1,32,11,10,1
232,4,20,1,30,10,17,1
232,4,20,1,52,17,16,1
232,4,20,1,50,16,18,1
232,4,20,1,56,18,20,1
233,4,20,2,9,4,5,1
233,4,20,2,13,5,9,1
233,4,20,2,25,9,10,1
233,4,20,2,28,10,15,1
233,4,20,2,45,15,19,1
233,4,20,2,59,19,20,1
234,4,20,3,8,4,3,1
234,4,20,3,7,3,12,1
234,4,20,3,37,12,13,1
234,4,20,3,39,13,24,1
234,4,20,3,75,24,21,1
234,4,20,3,64,21,20,1
235,4,21,0,8,4,3,1
235,4,21,0,7,3,12,1
235,4,21,0,37,12,13,1
235,4,21,0,39,13,24,1
235,4,21,0,75,24,21,1
236,4,21,1,8,4,3,1
236,4,21,1,7,3,12,1
236,4,21,1,36,12,11,1
236,4,21,1,32,11,10,1
236,4,21,1,30,10,17,1
236,4,21,1,52,17,16,1
236,4,21,1,50,16,18,1
236,4,21,1,56,18,20,1
236,4,21,1,62,20,21,1
237,4,22,0,10,4,11,1
237,4,22,0,34,11,14,1
237,4,22,0,41,14,15,1
237,4,22,0,46,15,22,1
238,4,22,1,8,4,3,1
238,4,22,1,7,3,12,1
238,4,22,1,36,12,11,1
238,4,22,1,32,11,10,1
238,4,22,1,30,10,17,1
238,4,22,1,52,17,16,1
238,4,22,1,50,16,18,1
238,4,22,1,56,18,20,1
238,4,22,1,63,20,22,1
239,4,22,2,9,4,5,1
239,4,22,2,13,5,9,1
239,4,22,2,25,9,10,1
239,4,22,2,28,10,15,1
239,4,22,2,46,15,22,1
240,4,22,3,8,4,3,1
240,4,22,3,7,3,12,1
240,4,22,3,37,12,13,1
240,4,22,3,39,13,24,1
240,4,22,3,76,24,23,1
240,4,22,3,72,23,22,1
241,4,23,0,10,4,11,1
241,4,23,0,34,11,14,1
241,4,23,0,42,14,23,1
242,4,23,1,8,4,3,1
242,4,23,1,7,3,12,1
242,4,23,1,37,12,13,1
242,4,23,1,39,13,24,1
242,4,23,1,76,24,23,1
243,4,24,0,8,4,3,1
243,4,24,0,7,3,12,1
243,4,24,0,37,12,13,1
243,4,24,0,39,13,24,1
244,5,6,0,12,5,6,1
245,5,6,1,13,5,9,1
245,5,6,1,24,9,8,1
245,5,6,1,19,8,6,1
246,5,6,2,11,5,4,1
246,5,6,2,8,4,3,1
246,5,6,2,5,3,1,1
246,5,6,2,1,1,2,1
246,5,6,2,4,2,6,1
247,5,7,0,12,5,6,1
247,5,7,0,16,6,8,1
247,5,7,0,20,8,7,1
248,5,7,1,13,5,9,1
248,5,7,1,24,9,8,1
248,5,7,1,20,8,7,1
249,5,7,2,13,5,9,1
249,5,7,2,25,9,10,1
249,5,7,2,28,10,15,1
249,5,7,2,45,15,19,1
249,5,7,2,59,19,20,1
249,5,7,2,60,20,18,1
249,5,7,2,54,18,7,1
250,5,7,3,11,5,4,1
250,5,7,3,8,4,3,1
250,5,7,3,7,3,12,1
250,5,7,3,37,12,13,1
250,5,7,3,39,13,24,1
250,5,7,3,75,24,21,1
250,5,7,3,64,21,20,1
250,5,7,3,60,20,18,1
250,5,7,3,54,18,7,1
251,5,7,4,12,5,6,1
251,5,7,4,16,6,8,1
251,5,7,4,22,8,16,1
251,5,7,4,50,16,18,1
251,5,7,4,54,18,7,1
252,5,8,0,12,5,6,1
252,5,8,0,16,6,8,1
253,5,8,1,13,5,9,1
253,5,8,1,24,9,8,1
254,5,8,2,13,5,9,1
254,5,8,2,25,9,10,1
254,5,8,2,28,10,15,1
254,5,8,2,45,15,19,1
254,5,8,2,59,19,20,1
254,5,8,2,60,20,18,1
254,5,8,2,54,18,7,1
254,5,8,2,17,7,8,1
255,5,8,3,11,5,4,1
255,5,8,3,8,4,3,1
255,5,8,3,7,3,12,1
255,5,8,3,37,12,13,1
255,5,8,3,39,13,24,1
255,5,8,3,75,24,21,1
255,5,8,3,64,21,20,1
255,5,8,3,60,20,18,1
255,5,8,3,55,18,16,1
255,5,8,3,47,16,8,1
256,5,8,4,11,5,4,1
256,5,8,4,8,4,3,1
256,5,8,4,5,3,1,1
256,5,8,4,1,1,2,1
256,5,8,4,4,2,6,1
256,5,8,4,16,6,8,1
257,5,9,0,13,5,9,1
258,5,9,1,11,5,4,1
258,5,9,1,8,4,3,1
258,5,9,1,7,3,12,1
258,5,9,1,37,12,13,1
258,5,9,1,39,13,24,1
258,5,9,1,75,24,21,1
258,5,9,1,64,21,20,1
258,5,9,1,60,20,18,1
258,5,9,1,55,18,16,1
258,5,9,1,48,16,10,1
258,5,9,1,26,10,9,1
259,5,9,2,11,5,4,1
259,5,9,2,10,4,11,1
259,5,9,2,34,11,14,1
259,5,9,2,41,14,15,1
259,5,9,2,43,15,10,1
259,5,9,2,26,10,9,1
260,5,10,0,13,5,9,1
260,5,10,0,25,9,10,1
261,5,10,1,11,5,4,1
261,5,10,1,8,4,3,1
261,5,10,1,7,3,12,1
261,5,10,1,36,12,11,1
261,5,10,1,32,11,10,1
262,5,10,2,11,5,4,1
262,5,10,2,8,4,3,1
262,5,10,2,7,3,12,1
262,5,10,2,37,12,13,1
262,5,10,2,39,13,24,1
262,5,10,2,75,24,21,1
262,5,10,2,64,21,20,1
262,5,10,2,60,20,18,1
262,5,10,2,55,18,16,1
262,5,10,2,48,16,10,1
263,5,10,3,11,5,4,1
263,5,10,3,10,4,11,1
263,5,10,3,34,11,14,1
263,5,10,3,41,14,15,1
263,5,10,3,43,15,10,1
264,5,10,4,11,5,4,1
264,5,10,4,10,4,11,1
264,5,10,4,32,11,10,1
265,5,11,0,11,5,4,1
265,5,11,0,10,4,11,1
266,5,11,1,11,5,4,1
266,5,11,1,8,4,3,1
266,5,11,1,7,3,12,1
266,5,11,1,36,12,11,1
267,5,12,0,11,5,4,1
267,5,12,0,8,4,3,1
267,5,12,0,7,3,12,1
268,5,12,1,12,5,6,1
268,5,12,1,14,6,2,1
268,5,12,1,3,2,1,1
268,5,12,1,2,1,3,1
268,5,12,1,7,3,12,1
269,5,13,0,11,5,4,1
269,5,13,0,8,4,3,1
269,5,13,0,7,3,12,1
269,5,13,0,37,12,13,1
270,5,14,0,11,5,4,1
270,5,14,0,10,4,11,1
270,5,14,0,34,11,14,1
271,5,14,1,13,5,9,1
271,5,14,1,24,9,8,1
271,5,14,1,20,8,7,1
271,5,14,1,18,7,18,1
271,5,14,1,56,18,20,1
271,5,14,1,61,20,19,1
271,5,14,1,57,19,15,1
271,5,14,1,44,15,14,1
272,5,14,2,13,5,9,1
272,5,14,2,25,9,10,1
272,5,14,2,28,10,15,1
272,5,14,2,46,15,22,1
272,5,14,2,70,22,23,1
272,5,14,2,71,23,14,1
273,5,14,3,11,5,4,1
273,5,14,3,8,4,3,1
273,5,14,3,7,3,12,1
273,5,14,3,37,12,13,1
273,5,14,3,39,13,24,1
273,5,14,3,76,24,23,1
273,5,14,3,71,23,14,1
274,5,15,0,13,5,9,1
274,5,15,0,25,9,10,1
274,5,15,0,28,10,15,1
275,5,15,1,13,5,9,1
275,5,15,1,24,9,8,1
275,5,15,1,20,8,7,1
275,5,15,1,18,7,18,1
275,5,15,1,56,18,20,1
275,5,15,1,61,20,19,1
275,5,15,1,57,19,15,1
276,5,15,2,11,5,4,1
276,5,15,2,8,4,3,1
276,5,15,2,7,3,12,1
276,5,15,2,37,12,13,1
276,5,15,2,39,13,24,1
276,5,15,2,76,24,23,1
276,5,15,2,72,23,22,1
276,5,15,2,67,22,15,1
277,5,15,3,11,5,4,1
277,5,15,3,10,4,11,1
277,5,15,3,34,11,14,1
277,5,15,3,41,14,15,1
278,5,16,0,12,5,6,1
278,5,16,0,16,6,8,1
278,5,16,0,22,8,16,1
279,5,16,1,11,5,4,1
279,5,16,1,8,4,3,1
279,5,16,1,7,3,12,1
279,5,16,1,36,12,11,1
279,5,16,1,32,11,10,1
279,5,16,1,30,10,17,1
279,5,16,1,52,17,16,1
280,5,16,2,13,5,9,1
280,5,16,2,25,9,10,1
280,5,16,2,28,10,15,1
280,5,16,2,45,15,19,1
280,5,16,2,59,19,20,1
280,5,16,2,60,20,18,1
280,5,16,2,55,18,16,1
281,5,16,3,11,5,4,1
281,5,16,3,8,4,3,1
281,5,16,3,7,3,12,1
281,5,16,3,37,12,13,1
281,5,16,3,39,13,24,1
281,5,16,3,75,24,21,1
281,5,16,3,64,21,20,1
281,5,16,3,60,20,18,1
281,5,16,3,55,18,16,1
282,5,17,0,12,5,6,1
282,5,17,0,16,6,8,1
282,5,17,0,22,8,16,1
282,5,17,0,49,16,17,1
283,5,17,1,11,5,4,1
283,5,17,1,8,4,3,1
283,5,17,1,7,3,12,1
283,5,17,1,36,12,11,1
283,5,17,1,32,11,10,1
283,5,17,1,30,10,17,1
284,5,17,2,13,5,9,1
284,5,17,2,25,9,10,1
284,5,17,2,28,10,15,1
284,5,17,2,45,15,19,1
284,5,17,2,58,19,17,1
285,5,19,0,12,5,6,1
285,5,19,0,16,6,8,1
285,5,19,0,22,8,16,1
285,5,19,0,49,16,17,1
285,5,19,0,53,17,19,1
286,5,19,1,13,5,9,1
286,5,19,1,24,9,8,1
286,5,19,1,20,8,7,1
286,5,19,1,18,7,18,1
286,5,19,1,56,18,20,1
286,5,19,1,61,20,19,1
287,5,19,2,13,5,9,1
287,5,19,2,25,9,10,1
287,5,19,2,28,10,15,1
287,5,19,2,45,15,19,1
288,5,20,0,12,5,6,1
288,5,20,0,16,6,8,1
288,5,20,0,20,8,7,1
288,5,20,0,18,7,18,1
288,5,20,0,56,18,20,1
289,5,20,1,13,5,9,1
289,5,20,1,24,9,8,1
289,5,20,1,20,8,7,1
289,5,20,1,18,7,18,1
289,5,20,1,56,18,20,1
290,5,20,2,13,5,9,1
290,5,20,2,25,9,10,1
290,5,20,2,28,10,15,1
290,5,20,2,45,15,19,1
290,5,20,2,59,19,20,1
291,5,20,3,11,5,4,1
291,5,20,3,8,4,3,1
291,5,20,3,7,3,12,1
291,5,20,3,37,12,13,1
291,5,20,3,39,13,24,1
291,5,20,3,75,24,21,1
291,5,20,3,64,21,20,1
292,5,21,0,13,5,9,1
292,5,21,0,25,9,10,1
292,5,21,0,28,10,15,1
292,5,21,0,46,15,22,1
292,5,21,0,69,22,21,1
293,5,21,1,13,5,9,1
293,5,21,1,24,9,8,1
293,5,21,1,20,8,7,1
293,5,21,1,18,7,18,1
293,5,21,1,56,18,20,1
293,5,21,1,62,20,21,1
294,5,21,2,11,5,4,1
294,5,21,2,8,4,3,1
294,5,21,2,7,3,12,1
294,5,21,2,37,12,13,1
294,5,21,2,39,13,24,1
294,5,21,2,75,24,21,1
295,5,22,0,13,5,9,1
295,5,22,0,25,9,10,1
295,5,22,0,28,10,15,1
295,5,22,0,46,15,22,1
296,5,22,1,13,5,9,1
296,5,22,1,24,9,8,1
296,5,22,1,20,8,7,1
296,5,22,1,18,7,18,1
296,5,22,1,56,18,20,1
296,5,22,1,63,20,22,1
297,5,22,2,11,5,4,1
297,5,22,2,8,4,3,1
297,5,22,2,7,3,12,1
297,5,22,2,37,12,13,1
297,5,22,2,39,13,24,1
297,5,22,2,76,24,23,1
297,5,22,2,72,23,22,1
298,5,23,0,11,5,4,1
298,5,23,0,10,4,11,1
298,5,23,0,34,11,14,1
298,5,23,0,42,14,23,1
299,5,23,1,13,5,9,1
299,5,23,1,25,9,10,1
299,5,23,1,28,10,15,1
299,5,23,1,46,15,22,1
299,5,23,1,70,22,23,1
300,5,23,2,11,5,4,1
300,5,23,2,8,4,3,1
300,5,23,2,7,3,12,1
300,5,23,2,37,12,13,1
300,5,23,2,39,13,24,1
300,5,23,2,76,24,23,1
301,6,7,0,16,6,8,1
301,6,7,0,20,8,7,1
302,6,7,1,14,6,2,1
302,6,7,1,3,2,1,1
302,6,7,1,2,1,3,1
302,6,7,1,7,3,12,1
302,6,7,1,36,12,11,1
302,6,7,1,32,11,10,1
302,6,7,1,30,10,17,1
302,6,7,1,52,17,16,1
302,6,7,1,50,16,18,1
302,6,7,1,54,18,7,1
303,6,7,2,14,6,2,1
303,6,7,2,3,2,1,1
303,6,7,2,2,1,3,1
303,6,7,2,6,3,4,1
303,6,7,2,9,4,5,1
303,6,7,2,13,5,9,1
303,6,7,2,25,9,10,1
303,6,7,2,28,10,15,1
303,6,7,2,45,15,19,1
303,6,7,2,59,19,20,1
303,6,7,2,60,20,18,1
303,6,7,2,54,18,7,1
304,6,7,3,15,6,5,1
304,6,7,3,13,5,9,1
304,6,7,3,25,9,10,1
304,6,7,3,28,10,15,1
304,6,7,3,45,15,19,1
304,6,7,3,59,19,20,1
304,6,7,3,60,20,18,1
304,6,7,3,54,18,7,1
305,6,7,4,15,6,5,1
305,6,7,4,11,5,4,1
305,6,7,4,8,4,3,1
305,6,7,4,7,3,12,1
305,6,7,4,37,12,13,1
305,6,7,4,39,13,24,1
305,6,7,4,75,24,21,1
305,6,7,4,64,21,20,1
